10-07-2017 23:03:43,47.078
10-07-2017 23:03:44,45.464
10-07-2017 23:03:45,45.464
10-07-2017 23:03:46,46.002
10-07-2017 23:03:47,45.464
10-07-2017 23:03:48,45.464
10-07-2017 23:03:49,45.464
10-07-2017 23:03:50,45.464
10-07-2017 23:03:51,45.464
10-07-2017 23:03:52,44.925
10-07-2017 23:03:53,45.464
10-07-2017 23:03:54,46.54
10-07-2017 23:03:55,46.54
10-07-2017 23:03:56,47.078
10-07-2017 23:03:57,46.54
10-07-2017 23:03:58,46.54
10-07-2017 23:03:59,46.54
10-07-2017 23:04:00,46.54
10-07-2017 23:04:01,47.078
10-07-2017 23:04:02,47.078
10-07-2017 23:04:03,45.464
10-07-2017 23:04:04,46.54
10-07-2017 23:04:05,45.464
10-07-2017 23:04:06,45.464
10-07-2017 23:04:07,46.54
10-07-2017 23:04:08,45.464
10-07-2017 23:04:09,45.464
10-07-2017 23:04:10,46.002
10-07-2017 23:04:11,46.002
10-07-2017 23:04:12,45.464
10-07-2017 23:04:13,45.464
10-07-2017 23:04:14,45.464
10-07-2017 23:04:15,45.464
10-07-2017 23:04:16,45.464
10-07-2017 23:04:17,45.464
10-07-2017 23:04:18,45.464
10-07-2017 23:04:19,45.464
10-07-2017 23:04:20,45.464
10-07-2017 23:04:21,45.464
10-07-2017 23:04:22,45.464
10-07-2017 23:04:23,45.464
10-07-2017 23:04:24,45.464
10-07-2017 23:04:25,45.464
10-07-2017 23:04:26,45.464
10-07-2017 23:04:27,45.464
10-07-2017 23:04:28,45.464
10-07-2017 23:04:29,46.54
10-07-2017 23:04:30,45.464
10-07-2017 23:04:31,45.464
10-07-2017 23:04:32,45.464
10-07-2017 23:04:33,45.464
10-07-2017 23:04:34,45.464
10-07-2017 23:04:35,45.464
10-07-2017 23:04:36,44.925
10-07-2017 23:04:37,45.464
10-07-2017 23:04:38,46.54
10-07-2017 23:04:39,46.54
10-07-2017 23:04:40,45.464
10-07-2017 23:04:41,47.078
10-07-2017 23:04:42,46.54
10-07-2017 23:04:43,45.464
10-07-2017 23:04:44,45.464
10-07-2017 23:04:45,45.464
10-07-2017 23:04:46,45.464
10-07-2017 23:04:47,44.925
10-07-2017 23:04:48,45.464
10-07-2017 23:04:49,45.464
10-07-2017 23:04:50,45.464
10-07-2017 23:04:51,44.925
10-07-2017 23:04:52,45.464
10-07-2017 23:04:53,45.464
10-07-2017 23:04:54,45.464
10-07-2017 23:04:55,45.464
10-07-2017 23:04:56,45.464
10-07-2017 23:04:57,46.002
10-07-2017 23:04:58,45.464
10-07-2017 23:04:59,45.464
10-07-2017 23:05:00,45.464
10-07-2017 23:05:01,45.464
10-07-2017 23:05:02,44.388
10-07-2017 23:05:03,45.464
10-07-2017 23:05:04,45.464
10-07-2017 23:05:05,45.464
10-07-2017 23:05:06,44.925
10-07-2017 23:05:07,45.464
10-07-2017 23:05:08,44.925
10-07-2017 23:05:09,45.464
10-07-2017 23:05:10,44.925
10-07-2017 23:05:11,44.925
10-07-2017 23:05:12,44.925
10-07-2017 23:05:13,45.464
10-07-2017 23:05:14,45.464
10-07-2017 23:05:15,45.464
10-07-2017 23:05:16,44.925
10-07-2017 23:05:17,44.925
10-07-2017 23:05:18,44.925
10-07-2017 23:05:19,44.388
10-07-2017 23:05:20,45.464
10-07-2017 23:05:21,45.464
10-07-2017 23:05:22,44.925
10-07-2017 23:05:23,44.925
10-07-2017 23:05:24,45.464
10-07-2017 23:05:25,45.464
10-07-2017 23:05:26,44.925
10-07-2017 23:05:27,45.464
10-07-2017 23:05:28,44.925
10-07-2017 23:05:29,44.925
10-07-2017 23:05:30,44.388
10-07-2017 23:05:31,44.925
10-07-2017 23:05:32,44.925
10-07-2017 23:05:33,45.464
10-07-2017 23:05:34,45.464
10-07-2017 23:05:35,44.388
10-07-2017 23:05:36,45.464
10-07-2017 23:05:37,45.464
10-07-2017 23:05:38,44.925
10-07-2017 23:05:39,44.388
10-07-2017 23:05:40,44.388
10-07-2017 23:05:41,44.925
10-07-2017 23:05:42,44.925
10-07-2017 23:05:43,44.925
10-07-2017 23:05:44,44.388
10-07-2017 23:05:45,45.464
10-07-2017 23:05:46,45.464
10-07-2017 23:05:47,44.925
10-07-2017 23:05:48,45.464
10-07-2017 23:05:49,45.464
10-07-2017 23:05:50,45.464
10-07-2017 23:05:51,45.464
10-07-2017 23:05:52,45.464
10-07-2017 23:05:53,45.464
10-07-2017 23:05:54,45.464
10-07-2017 23:05:55,44.925
10-07-2017 23:05:56,44.925
10-07-2017 23:05:57,44.388
10-07-2017 23:05:58,44.388
10-07-2017 23:05:59,44.388
10-07-2017 23:06:00,45.464
10-07-2017 23:06:01,44.388
10-07-2017 23:20:18,49.768
10-07-2017 23:20:20,49.23
10-07-2017 23:20:23,48.692
10-07-2017 23:20:25,48.692
10-07-2017 23:20:27,48.692
10-07-2017 23:20:30,48.154
10-07-2017 23:20:32,48.154
10-07-2017 23:20:34,48.692
10-07-2017 23:20:36,48.692
10-07-2017 23:20:38,48.692
10-07-2017 23:20:41,48.692
10-07-2017 23:20:43,48.692
10-07-2017 23:20:45,48.692
10-07-2017 23:20:48,48.692
10-07-2017 23:20:50,48.692
10-07-2017 23:20:52,48.692
10-07-2017 23:20:55,48.692
10-07-2017 23:20:57,48.692
10-07-2017 23:20:59,47.615
10-07-2017 23:21:01,48.692
10-07-2017 23:21:04,48.692
10-07-2017 23:21:06,48.154
10-07-2017 23:21:08,48.154
10-07-2017 23:21:11,48.692
10-07-2017 23:21:13,48.154
10-07-2017 23:21:16,48.692
10-07-2017 23:21:18,48.692
10-07-2017 23:21:21,48.692
10-07-2017 23:21:23,48.692
10-07-2017 23:21:25,49.23
10-07-2017 23:21:28,49.23
10-07-2017 23:21:30,48.692
10-07-2017 23:21:33,48.692
10-07-2017 23:21:36,49.768
10-07-2017 23:21:38,49.768
10-07-2017 23:21:40,49.768
10-07-2017 23:21:43,50.843
10-07-2017 23:21:46,50.843
10-07-2017 23:21:48,51.382
10-07-2017 23:21:51,50.843
10-07-2017 23:21:53,49.768
10-07-2017 23:21:55,49.23
10-07-2017 23:21:58,49.23
10-07-2017 23:22:00,48.692
10-07-2017 23:22:02,49.23
10-07-2017 23:22:05,49.23
10-07-2017 23:22:07,48.692
10-07-2017 23:22:09,49.768
10-07-2017 23:22:12,49.23
10-07-2017 23:22:14,48.692
10-07-2017 23:22:16,49.23
10-07-2017 23:22:19,48.692
10-07-2017 23:22:21,48.692
10-07-2017 23:22:24,48.692
10-07-2017 23:22:26,48.692
10-07-2017 23:22:28,48.692
10-07-2017 23:22:31,48.692
10-07-2017 23:22:33,48.692
10-07-2017 23:22:35,48.692
10-07-2017 23:22:38,49.23
10-07-2017 23:22:40,48.692
10-07-2017 23:22:43,48.692
10-07-2017 23:22:45,48.692
10-07-2017 23:22:47,48.692
10-07-2017 23:22:50,48.692
10-07-2017 23:22:53,48.692
10-07-2017 23:22:55,48.692
10-07-2017 23:22:57,48.692
